name,category,tier,address,city,zip,phone,email,website,lat,lng,google_rating,google_review_count,business_status,google_maps_url,owner_name,business_structure,chain_affiliation,is_independent,website_quality_score,estimated_annual_cases,estimated_annual_revenue,data_source,last_verified,notes
Stauffer-Breznik Funeral Home,funeral_home,1,"412 W Main St, Ringtown, PA 17967, USA",Ringtown,17967,(570) 889-3804,,http://www.ringtownfuneral.com/,40.8566526,-76.23997779999999,5.0,20,OPERATIONAL,https://maps.google.com/?cid=15303565382946985571,,,,,,,,google_places_supplemental,2026-03-06,
Oravitz Home For Funerals,funeral_home,1,"40 N Jardin St, Shenandoah, PA 17976, USA",Shenandoah,17976,(570) 462-9333,,http://www.oravitzhomeforfunerals.com/,40.821094,-76.203062,5.0,3,OPERATIONAL,https://maps.google.com/?cid=3210629861181846893,,,,,,,,google_places,2026-03-06,
"Walukiewicz-Oravitz Fell Funeral Home, Inc.",funeral_home,1,"132 S Jardin St, Shenandoah, PA 17976, USA",Shenandoah,17976,(570) 462-0921,,http://www.woffuneralhome.com/,40.8184749,-76.2023056,5.0,13,OPERATIONAL,https://maps.google.com/?cid=8552104870212945695,,,,,,,,google_places,2026-03-06,
Bruce T Hart Funeral Home,funeral_home,1,"110 N 2nd St, St Clair, PA 17970, USA",St Clair,17970,(570) 429-0610,,http://www.brucethartfuneralhome.com,40.721004,-76.19171399999999,5.0,1,OPERATIONAL,https://maps.google.com/?cid=9424055783134786609,,,,,,,,google_places_supplemental,2026-03-06,
James H. Evans Funeral Home,funeral_home,1,"347 S 2nd St, St Clair, PA 17970, USA",St Clair,17970,(570) 429-0663,,https://www.jameshevansfh.com/,40.7153148,-76.18713199999999,4.6,5,OPERATIONAL,https://maps.google.com/?cid=13007444506152646161,,,,,,,,google_places_supplemental,2026-03-06,
"E. Franklin Griffiths Funeral Home & Cremation Services, Inc.",funeral_home,1,"655 E Broad St, Tamaqua, PA 18252, USA",Tamaqua,18252,(570) 668-2550,,https://www.griffithsfuneralhomes.com/,40.7990962,-75.95778729999999,5.0,81,OPERATIONAL,https://maps.google.com/?cid=389722283334988349,,,,,,,,google_places,2026-03-06,
Lamar Christ Funeral Home,funeral_home,1,"31 Mahanoy Ave, Tamaqua, PA 18252, USA",Tamaqua,18252,(570) 668-1580,,https://www.lamarchristfuneralhome.com/,40.8222639,-75.982882,5.0,5,OPERATIONAL,https://maps.google.com/?cid=17073550638539509403,,,,,,,,google_places,2026-03-06,
Zizelmann Gulla Funeral Home and Cremation Services,funeral_home,1,"500 E Broad St, Tamaqua, PA 18252, USA",Tamaqua,18252,(570) 668-0390,,http://www.zrgfuneralhomes.com/,40.7974652,-75.96112149999999,5.0,50,OPERATIONAL,https://maps.google.com/?cid=40217776522082553,,,,,,,,google_places,2026-03-06,
"Dimon Funeral Home & Cremation Services, Inc.",funeral_home,1,"644 E Grand Ave, Tower City, PA 17980, USA",Tower City,17980,(717) 647-2741,,http://www.dimonfuneralhome.com/,40.5893386,-76.5498406,4.9,43,OPERATIONAL,https://maps.google.com/?cid=12637939348293378427,,,,,,,,google_places_supplemental,2026-03-06,
Ashland Monument Co,monument,1,"34 E 2nd St, Ashland, OH 44805, USA",Ashland,44805,(419) 281-2688,,https://www.ashlandmonumentco.com/,40.8693622,-82.3148442,4.3,27,OPERATIONAL,https://maps.google.com/?cid=5764114286591773293,,,,,,,,google_places,2026-03-06,
Mothers' Memorial (Whistler's Mother Statue),monument,1,"237 Chestnut St, Ashland, PA 17921, USA",Ashland,17921,,,https://pahistoricpreservation.com/spotlight-series-the-ashland-mothers-memorial/,40.783835,-76.33723739999999,4.7,20,OPERATIONAL,https://maps.google.com/?cid=1727535299871155021,,,,,,,,google_places,2026-03-06,
Sausser Monuments,monument,1,"400 S Hoffman Blvd, Ashland, PA 17921, USA",Ashland,17921,(570) 875-3070,,http://saussermonumentspa.com/,40.7797592,-76.3375331,5.0,5,OPERATIONAL,https://maps.google.com/?cid=15674279484566946224,,,,,,,,google_places,2026-03-06,
Frackville Memorial Pool,monument,1,"W Pine St, Frackville, PA 17931, USA",Frackville,17931,,,,40.7855685,-76.2379812,4.1,47,OPERATIONAL,https://maps.google.com/?cid=10834475708920012651,,,,,,,,google_places,2026-03-06,
E. T. Everett & Sons,monument,1,"138 E South St, Mahanoy City, PA 17948, USA",Mahanoy City,17948,(570) 773-0210,,https://eteverettandsonspa.com/,40.8111433,-76.1389918,4.8,4,OPERATIONAL,https://maps.google.com/?cid=10059344027349983834,,,,,,,,google_places,2026-03-06,
Campbell-Fantini Monument Company,monument,1,"193 Front St, Mt Carmel, PA 17851, USA",Mt Carmel,17851,(570) 373-3741,,,40.7985116,-76.4403437,5.0,3,OPERATIONAL,https://maps.google.com/?cid=15219059802694223332,,,,,,,,google_places,2026-03-06,
Fantini Monuments,monument,1,"16 E 7th St, Mt Carmel, PA 17851, USA",Mt Carmel,17851,(570) 339-2175,,,40.792597,-76.4114846,4.6,5,OPERATIONAL,https://maps.google.com/?cid=4493320627317633385,,,,,,,,google_places,2026-03-06,
Pine Grove Lion's Den,monument,1,"1 Veterans Memorial Dr, Pine Grove, PA 17963, USA",Pine Grove,17963,,,,40.548447,-76.3803874,5.0,1,OPERATIONAL,https://maps.google.com/?cid=12777945011925296673,,,,,,,,google_places,2026-03-06,
​​Ruth Steinert Memorial SPCA,monument,1,"18 Wertz Dr, Pine Grove, PA 17963, USA",Pine Grove,17963,(570) 345-3540,,http://www.rsmspca.org/,40.5473899,-76.3932342,4.6,225,OPERATIONAL,https://maps.google.com/?cid=2805406217625921742,,,,,,,,google_places,2026-03-06,
Sausser Harold D & Sons Memorials,monument,1,"1608 Long Run Rd, Schuylkill Haven, PA 17972, USA",Schuylkill Haven,17972,(570) 739-4803,,https://haroldsaussermemorials.com/,40.609935,-76.22037700000001,,,OPERATIONAL,https://maps.google.com/?cid=3362659709171159289,,,,,,,,google_places,2026-03-06,
Walters Monument Company,monument,1,"348 E White St, Summit Hill, PA 18250, USA",Summit Hill,18250,(570) 645-3415,,https://www.waltersmonument.com/,40.8271416,-75.8652602,4.5,20,OPERATIONAL,https://maps.google.com/?cid=1930778574992522031,,,,,,,,google_places,2026-03-06,
Stonehedge Gardens,monument,1,"51 Dairy Rd, Tamaqua, PA 18252, USA",Tamaqua,18252,(570) 386-4276,,http://www.stonehedge.us/,40.7616216,-75.9420682,4.8,71,OPERATIONAL,https://maps.google.com/?cid=12553177609184094363,,,,,,,,google_places,2026-03-06,
Law Office of John M. Hampton,attorney,2,"1022 Centre St, Ashland, PA 17921, USA",Ashland,17921,(570) 875-4444,,http://www.johnhamptonlaw.com/,40.7819729,-76.34434639999999,4.4,10,OPERATIONAL,https://maps.google.com/?cid=3046785127336453470,,,,,,,,google_places,2026-03-06,
Strouse & Strouse,attorney,2,"816 Centre St, Ashland, PA 17921, USA",Ashland,17921,(570) 875-3740,,https://strouseandstrouselaw.com/,40.7821199,-76.3426312,4.8,4,OPERATIONAL,https://maps.google.com/?cid=16523466075855415004,,,,,,,,google_places,2026-03-06,
Makowski Marateck Konopka,attorney,2,"1750 Clinton Ave, Coal Township, PA 17866, USA",Coal Township,17866,(570) 644-0481,,,40.78793,-76.5806607,4.1,10,OPERATIONAL,https://maps.google.com/?cid=1379527019043092402,,,,,,,,google_places,2026-03-06,
A & M Notary,attorney,2,"101 N Lehigh Ave, Frackville, PA 17931, USA",Frackville,17931,(570) 874-0531,,https://m.facebook.com/pages/A-M-Notary/160287443991756,40.7867837,-76.2316398,4.3,25,OPERATIONAL,https://maps.google.com/?cid=3361262052471325855,,,,,,,,google_places,2026-03-06,
Domalakes Karen L,attorney,2,"14 W Frack St, Frackville, PA 17931, USA",Frackville,17931,(570) 874-1109,,http://karendomalakes.com/sample-page/,40.7847944,-76.2315376,,,OPERATIONAL,https://maps.google.com/?cid=2802320051401076785,,,,,,,,google_places,2026-03-06,
Frackville Senior Citizens Center,attorney,2,"130 E Frack St, Frackville, PA 17931, USA",Frackville,17931,,,,40.7856511,-76.22822219999999,4.6,5,OPERATIONAL,https://maps.google.com/?cid=3100053969522982752,,,,,,,,google_places,2026-03-06,
Joseph P. Nahas / Law Office,attorney,2,"214 S Lehigh Ave, Frackville, PA 17931, USA",Frackville,17931,(570) 874-2492,,https://rymap.org/business/joseph-p-nahas-law-office-i7k34b,40.7819477,-76.2298291,4.6,34,OPERATIONAL,https://maps.google.com/?cid=11452510425752166788,,,,,,,,google_places,2026-03-06,
Law Office of Mark Semanchik,attorney,2,"44 N Balliet St, Frackville, PA 17931, USA",Frackville,17931,(570) 874-4700,,http://marksemanchiklaw.com/,40.78573249999999,-76.2329493,4.8,4,OPERATIONAL,https://maps.google.com/?cid=11581544493472854308,,,,,,,,google_places,2026-03-06,
O'Connor Law,attorney,2,"608 W Oak St, Frackville, PA 17931, USA",Frackville,17931,(570) 874-3300,,https://www.oconnorlaw.com/?utm_source=google&utm_medium=local,40.7813047,-76.2410036,4.7,125,OPERATIONAL,https://maps.google.com/?cid=8973182405236809855,,,,,,,,google_places,2026-03-06,
Rubright Domalakes Troy,attorney,2,"14 W Frack St, Frackville, PA 17931, USA",Frackville,17931,(570) 874-1109,,http://www.rdtmlaw.com/,40.7847944,-76.2315376,4.0,4,OPERATIONAL,https://maps.google.com/?cid=4816146025625501536,,,,,,,,google_places,2026-03-06,
Feudale Barbara L,attorney,2,"419 McKnight St, Gordon, PA 17936, USA",Gordon,17936,(570) 875-3930,,https://barbarafeudalepa.com/,40.7507962,-76.3411709,4.6,12,OPERATIONAL,https://maps.google.com/?cid=17656181842536505594,,,,,,,,google_places,2026-03-06,
"Kemmerer Law Firm, P.C.",attorney,2,"58 Broadway, Jim Thorpe, PA 18229, USA",Jim Thorpe,18229,(570) 732-4525,,http://www.kemmererlawfirm.com/,40.86383989999999,-75.7396588,4.6,23,OPERATIONAL,https://maps.google.com/?cid=11865115617302811989,,,,,,,,google_places,2026-03-06,
Law Offices of Ozalas & McKinley,attorney,2,"47 Broadway, Jim Thorpe, PA 18229, USA",Jim Thorpe,18229,(570) 325-3616,,http://www.ozalasmckinley.com/,40.86356749999999,-75.73936979999999,4.8,5,OPERATIONAL,https://maps.google.com/?cid=1578893848508977191,,,,,,,,google_places,2026-03-06,
"Pavlack Law Offices, P.C.",attorney,2,"154 S 1st St, Lehighton, PA 18235, USA",Lehighton,18235,(570) 386-3888,,http://pavlacklaw.com/,40.8329704,-75.7088224,4.8,20,OPERATIONAL,https://maps.google.com/?cid=5890603041895714523,,,,,,,,google_places,2026-03-06,
"Rapa Law Office, P.C.",attorney,2,"141 S 1st St, Lehighton, PA 18235, USA",Lehighton,18235,(610) 377-7730,,https://www.rapalegal.com/?utm_source=google-local&utm_medium=organic&utm_campaign=3015,40.8333996,-75.7085211,4.8,51,OPERATIONAL,https://maps.google.com/?cid=1369911797540275220,,,,,,,,google_places,2026-03-06,
Sebelin & Sebelin PC,attorney,2,"301 S 3rd St, Lehighton, PA 18235, USA",Lehighton,18235,(610) 379-4499,,http://sebelinlegal.com/,40.829316,-75.71129049999999,4.4,25,OPERATIONAL,https://maps.google.com/?cid=14469363010304234229,,,,,,,,google_places,2026-03-06,
"The Law Office of Kim M. Gillen, P.C.",attorney,2,"613 Blakeslee Blvd Dr E #103, Lehighton, PA 18235, USA",Lehighton,18235,(484) 613-0011,,https://www.gillenlawpc.com/,40.8201971,-75.72277059999999,4.7,23,OPERATIONAL,https://maps.google.com/?cid=16259166678497874959,,,,,,,,google_places,2026-03-06,
"Jeffrey M. Markosky, Attorney at Law",attorney,2,"112 E Centre St, Mahanoy City, PA 17948, USA",Mahanoy City,17948,(570) 773-3370,,http://markoskylaw.com/,40.8128775,-76.14025079999999,4.4,32,OPERATIONAL,https://maps.google.com/?cid=1067046225222896668,,,,,,,,google_places,2026-03-06,
Mahanoy City Senior Center,attorney,2,"138 W Centre St, Mahanoy City, PA 17948, USA",Mahanoy City,17948,(570) 773-0738,,https://www.schuylkillcountypa.gov/departments/human_services/senior_community_centers.php,40.8121728,-76.1435654,4.5,18,OPERATIONAL,https://maps.google.com/?cid=16585919526272336138,,,,,,,,google_places,2026-03-06,
Mahanoy Elderly,attorney,2,"10 W Centre St, Mahanoy City, PA 17948, USA",Mahanoy City,17948,(570) 559-3110,,https://www.liveatmahanoyelderly.com/,40.8123745,-76.141952,5.0,2,OPERATIONAL,https://maps.google.com/?cid=6666971661751598448,,,,,,,,google_places,2026-03-06,
"The Law Offices of Anthony Urban, P.C.",attorney,2,"35 S Main St, Mahanoy City, PA 17948, USA",Mahanoy City,17948,(570) 773-0322,,https://www.urbanlaw.com/,40.8119439,-76.14119699999999,5.0,12,OPERATIONAL,https://maps.google.com/?cid=5838269934763218489,,,,,,,,google_places,2026-03-06,
Zimmerman Lieberman Tamulonis: Tamulonis Jr Frank L,attorney,2,"38 E Centre St, Mahanoy City, PA 17948, USA",Mahanoy City,17948,(570) 773-2655,,,40.8126703,-76.1406858,,,OPERATIONAL,https://maps.google.com/?cid=9209309809051545673,,,,,,,,google_places,2026-03-06,
Holochuck Joseph,attorney,2,"132 S 3rd St, Minersville, PA 17954, USA",Minersville,17954,(570) 544-5277,,,40.6887651,-76.2634486,1.0,2,OPERATIONAL,https://maps.google.com/?cid=13870325511198256454,,,,,,,,google_places,2026-03-06,
Cole & Varano,attorney,2,"110 S Oak St Second Floor, Mt Carmel, PA 17851, USA",Mt Carmel,17851,(570) 339-5870,,,40.7954829,-76.41300869999999,4.9,16,OPERATIONAL,https://maps.google.com/?cid=15999244228241101147,,,,,,,,google_places,2026-03-06,
Williamson Friedberg & Jones,attorney,2,"205 W Market St, Orwigsburg, PA 17961, USA",Orwigsburg,17961,(570) 366-8500,,http://www.wfjlaw.net/,40.65520480000001,-76.1022838,5.0,1,OPERATIONAL,https://maps.google.com/?cid=4288433265908239711,,,,,,,,google_places,2026-03-06,
Harley Robin L,attorney,2,"65 E Pottsville St, Pine Grove, PA 17963, USA",Pine Grove,17963,(570) 345-4044,,,40.5537347,-76.3827328,4.0,1,OPERATIONAL,https://maps.google.com/?cid=4614110854790798386,,,,,,,,google_places,2026-03-06,
James G. Conville,attorney,2,"63 E Pottsville St, Pine Grove, PA 17963, USA",Pine Grove,17963,(570) 345-4044,,http://zanerossilaw.com/attorney-profiles/4946287,40.553745,-76.3827426,,,OPERATIONAL,https://maps.google.com/?cid=360023749625635722,,,,,,,,google_places,2026-03-06,
Rossi David J,attorney,2,"65 E Pottsville St, Pine Grove, PA 17963, USA",Pine Grove,17963,(570) 345-4044,,,40.5537347,-76.3827328,,,OPERATIONAL,https://maps.google.com/?cid=13783531360934551905,,,,,,,,google_places,2026-03-06,
Williamson Friedberg & Jones,attorney,2,"RR 125, Pine Grove, PA 17963, USA",Pine Grove,17963,(570) 345-2888,,https://www.wfjlaw.net/,40.5484494,-76.3847521,,,OPERATIONAL,https://maps.google.com/?cid=8957261132559670998,,,,,,,,google_places,2026-03-06,
Zane Rossi & Conville,attorney,2,"65 E Pottsville St, Pine Grove, PA 17963, USA",Pine Grove,17963,(570) 345-4044,,https://www.zanerossilaw.com/,40.5537347,-76.3827328,,,OPERATIONAL,https://maps.google.com/?cid=207701306608233267,,,,,,,,google_places,2026-03-06,
Bohorad James C,attorney,2,"1940 W Norwegian St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-1811,,,40.67669,-76.217967,3.7,3,OPERATIONAL,https://maps.google.com/?cid=10674253019781668060,,,,,,,,google_places,2026-03-06,
Brennan Law Offices,attorney,2,"4 S 2nd St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 624-2255,,http://www.brennanoffices.com/,40.6847291,-76.1956783,5.0,1,OPERATIONAL,https://maps.google.com/?cid=3867514219037125510,,,,,,,,google_places,2026-03-06,
"CONWAY & WATT, PC",attorney,2,"1825 W Market St apt 2, Pottsville, PA 17901, USA",Pottsville,17901,(570) 628-4852,,http://www.maryannconwaylaw.com/,40.6775663,-76.2166089,3.8,20,OPERATIONAL,https://maps.google.com/?cid=5885078714469677921,,,,,,,,google_places,2026-03-06,
Derenzo & Zerbe,attorney,2,"111 E Market St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-1947,,,40.6858461,-76.194865,4.3,7,OPERATIONAL,https://maps.google.com/?cid=12937584708101698189,,,,,,,,google_places,2026-03-06,
"Fanelli, Evans & Patel, P.C.",attorney,2,"1 Mahantongo St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-2455,,https://www.feplawyers.com/,40.6843256,-76.1946025,4.8,134,OPERATIONAL,https://maps.google.com/?cid=12419508588042101025,,,,,,,,google_places,2026-03-06,
Fiorillo Law Office,attorney,2,"217 Mahantongo St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-7725,,http://fiorillolaw.com/,40.6836388,-76.19590509999999,3.3,10,OPERATIONAL,https://maps.google.com/?cid=17655401093979439257,,,,,,,,google_places,2026-03-06,
Karen Rismiller Law Offices,attorney,2,"115 S Centre St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 628-2333,,,40.6838507,-76.1945334,4.0,24,OPERATIONAL,https://maps.google.com/?cid=3908032150339356192,,,,,,,,google_places,2026-03-06,
Krasno Krasno & Onwudinjo,attorney,2,"400 N 2nd St, Pottsville, PA 17901, USA",Pottsville,17901,(484) 662-4097,,https://www.krasnolaw.com/locations/pottsville-workers-compensation-lawyers?utm_source=gbp&utm_medium=organic&utm_campaign=pottsville,40.6876524,-76.197695,4.7,148,OPERATIONAL,https://maps.google.com/?cid=5107370126193982725,,,,,,,,google_places,2026-03-06,
"Law Office of Gretchen Coles Sterns, LLC",attorney,2,"200 Mahantongo St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 624-7040,,,40.6856967,-76.1953952,3.0,8,OPERATIONAL,https://maps.google.com/?cid=17784626183006492869,,,,,,,,google_places,2026-03-06,
Law Office of Stephen T Carpenito,attorney,2,"200 Mahantongo St #44, Pottsville, PA 17901, USA",Pottsville,17901,(570) 516-9265,,http://carpenitolaw.com/,40.6841723,-76.1958812,5.0,5,OPERATIONAL,https://maps.google.com/?cid=17959143854429632338,,,,,,,,google_places,2026-03-06,
Law Offices Of Thomas K. Noonan,attorney,2,"306 Mahantongo St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 628-2461,,,40.6836184,-76.1965881,3.8,4,OPERATIONAL,https://maps.google.com/?cid=3874945494880972596,,,,,,,,google_places,2026-03-06,
Lieberman & Tamulonis,attorney,2,"111 E Market St, Pottsville, PA 17901, USA",Pottsville,17901,(800) 473-8125,,https://www.zltlaw.com/?npcmp=dir:local:2066220:17901,40.68583460000001,-76.19483129999999,4.3,18,OPERATIONAL,https://maps.google.com/?cid=4427957144554742431,,,,,,,,google_places,2026-03-06,
"Lipkin, Marshall, Bohorad & Thornburg, P.C.",attorney,2,"1940 W Norwegian St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-1811,,,40.67669,-76.217967,5.0,1,OPERATIONAL,https://maps.google.com/?cid=787844812847348136,,,,,,,,google_places,2026-03-06,
"Marshall, Bohorad, Thornburg, Price & Campion, P.C.",attorney,2,"1940 W Norwegian St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-1811,,http://www.pottsvillelaw.com/,40.67669,-76.217967,5.0,2,OPERATIONAL,https://maps.google.com/?cid=12798324118904624102,,,,,,,,google_places,2026-03-06,
Midpenn Legal Services,attorney,2,"315 N Centre St Suite 201, Pottsville, PA 17901, USA",Pottsville,17901,(570) 628-3931,,https://www.midpenn.org/who-we-are/locations.html,40.6873803,-76.197037,3.4,61,OPERATIONAL,https://maps.google.com/?cid=13739411868522430381,,,,,,,,google_places,2026-03-06,
Nicholas A Quinn Law Offices,attorney,2,"601 W Market St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-8370,,,40.6835708,-76.1996375,4.3,17,OPERATIONAL,https://maps.google.com/?cid=11790264714431375620,,,,,,,,google_places,2026-03-06,
Pavlovitz & Fackenthal LLC,attorney,2,"408 W Market St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 581-8075,,https://www.garfieldsquarelawyers.com/,40.684692,-76.198855,4.3,6,OPERATIONAL,https://maps.google.com/?cid=7248735042200546454,,,,,,,,google_places,2026-03-06,
